"amenity","latitude","longitude","type"
"Bef Buangkok East Dr",1.37420773506165,103.912879943848,"Bus Stop"
"Aft Old Tampines Rd",1.37693107128143,103.913925170898,"Bus Stop"
"Aft Defu Ave 1",1.36146974563599,103.894523620605,"Bus Stop"
"Aft Hougang Ave 7",1.3621963262558,103.897651672363,"Bus Stop"
"Aft Defu Ave 2",1.3619464635849,103.898368835449,"Bus Stop"
"Opp Defu Ave 2",1.36263966560364,103.900863647461,"Bus Stop"
"Bef Defu Ave 2",1.36242318153381,103.90225982666,"Bus Stop"
"Bef Blk 683",1.37291300296783,103.886337280273,"Bus Stop"
"Opp Punggol Cc",1.37447440624237,103.892890930176,"Bus Stop"
"Blk 670",1.37353277206421,103.885032653809,"Bus Stop"
"Blk 917",1.37454807758331,103.883964538574,"Bus Stop"
"Opp Hougang Ctrl Int",1.37139999866486,103.891708374023,"Bus Stop"
"Blk 830a",1.37060391902924,103.890808105469,"Bus Stop"
"Blk 565",1.38133335113525,103.888214111328,"Bus Stop"
"Bef Punggol 17th Ave",1.413370013237,103.909187316895,"Bus Stop"
"Opp Punggol 17th Ave",1.41429483890533,103.909469604492,"Bus Stop"
"Cove Stn Exit B",1.39891123771667,103.90673828125,"Bus Stop"
"Cove Stn Exit A",1.3985687494278,103.90665435791,"Bus Stop"
"Meridian Stn Exit B",1.39735627174377,103.908592224121,"Bus Stop"
"Meridian Stn Exit A",1.39645731449127,103.909324645996,"Bus Stop"
"Coral Edge Stn Exit B",1.39452040195465,103.912055969238,"Bus Stop"
"Coral Edge Stn Exit A",1.39429581165314,103.911903381348,"Bus Stop"
"Blk 303d",1.40402841567993,103.904808044434,"Bus Stop"
"Riviera Stn Exit B",1.39428246021271,103.91576385498,"Bus Stop"
"Riviera Stn Exit A",1.3941045999527,103.916038513184,"Bus Stop"
"Punggol Stn",1.40502500534058,103.902992248535,"Bus Stop"
"Punggol Stn/Int",1.40535199642181,103.901870727539,"Bus Stop"
"Punggol Sec/Blk 601b",1.40201163291931,103.907836914062,"Bus Stop"
"Opp Punggol Sec/Blk 195e",1.40173745155334,103.90763092041,"Bus Stop"
"Damai Stn Exit B",1.40437889099121,103.909629821777,"Bus Stop"
"Damai Stn Exit A",1.40494394302368,103.909133911133,"Bus Stop"
"Oasis Stn Exit B/Blk 617d",1.40201497077942,103.912857055664,"Bus Stop"
"Oasis Stn Exit A",1.40257799625397,103.912445068359,"Bus Stop"
"Kadaloor Stn Exit B",1.39942705631256,103.916595458984,"Bus Stop"
"Kadaloor Stn Exit A",1.39988803863525,103.916122436523,"Bus Stop"
"Waterway Pr Sch",1.39880883693695,103.919082641602,"Bus Stop"
"Opp Waterway Pr Sch",1.39863383769989,103.91919708252,"Bus Stop"
"S'goon Int",1.350466132164,103.871688842773,"Bus Stop"
"Aft Braddell Rd",1.34716999530792,103.859977722168,"Bus Stop"
"New Tech Pk",1.35096669197083,103.861831665039,"Bus Stop"
"St. Gabriel's Pr Sch",1.35017156600952,103.861434936523,"Bus Stop"
"Cardiff Residence",1.354656457901,103.86572265625,"Bus Stop"
"Blk 307",1.35475134849548,103.866691589355,"Bus Stop"
"Blk 233",1.35535478591919,103.868965148926,"Bus Stop"
"Opp Blk 257",1.35585498809814,103.871963500977,"Bus Stop"
"Blk 257a",1.3555314540863,103.872123718262,"Bus Stop"
"Aft Lynwood Gr",1.34405112266541,103.863464355469,"Bus Stop"
"Bef Braddell Flyover",1.34350264072418,103.862632751465,"Bus Stop"
"Opp Pub Recreation Club",1.34375512599945,103.867370605469,"Bus Stop"
"Pub Recreation Club",1.34326100349426,103.86743927002,"Bus Stop"
"Opp S'pore Power Trg Inst",1.34302186965942,103.86962890625,"Bus Stop"
"S'pore Power Trg Inst",1.34238719940186,103.869476318359,"Bus Stop"
"Golden Hill Est",1.35454666614532,103.861450195312,"Bus Stop"
"Opp Golden Hill Est",1.35427474975586,103.861419677734,"Bus Stop"
"Opp Grace Wk",1.35848271846771,103.868240356445,"Bus Stop"
"Summer Pl",1.35683000087738,103.868125915527,"Bus Stop"
"Aft Chuan Gdn",1.36149108409882,103.868019104004,"Bus Stop"
"Bef Cooling Cl",1.35976302623749,103.863609313965,"Bus Stop"
"Aft Chartwell Rd",1.35878670215607,103.861854553223,"Bus Stop"
"Aft Corfe Pl",1.3606561422348,103.859840393066,"Bus Stop"
"S'goon Gdns Country Club",1.36555111408234,103.866409301758,"Bus Stop"
"S'goon Stn Exit B",1.35049831867218,103.873245239258,"Bus Stop"
"S'goon Stn Exit C/Blk 201",1.35080695152283,103.87328338623,"Bus Stop"
"Blk 238",1.35355305671692,103.868225097656,"Bus Stop"
"Opp S'goon Stn Exit F",1.35020470619202,103.871223449707,"Bus Stop"
"S'goon Stn Exit F",1.35092163085938,103.871070861816,"Bus Stop"
"Lor Chuan Stn Exit A",1.35096943378448,103.864845275879,"Bus Stop"
"Opp Lor Chuan Stn Exit B",1.35148727893829,103.863243103027,"Bus Stop"
"Golden Hts",1.34937632083893,103.86604309082,"Bus Stop"
"Opp Golden Hts",1.3492659330368,103.865936279297,"Bus Stop"
"Blk 326",1.35002970695496,103.869033813477,"Bus Stop"
"Blk 330",1.35021638870239,103.86930847168,"Bus Stop"
"Aft Amk Ind Pk 2",1.37872493267059,103.868545532227,"Bus Stop"
"Aft Seagate",1.37848949432373,103.870750427246,"Bus Stop"
"Bef Seagate",1.37889003753662,103.871276855469,"Bus Stop"
"Opp Blk 968",1.37918663024902,103.878311157227,"Bus Stop"
"Opp Blk 910",1.37936949729919,103.882598876953,"Bus Stop"
"Yio Chu Kang Amenity Ctr",1.37665021419525,103.871719360352,"Bus Stop"
"Blk 984",1.38172662258148,103.881446838379,"Bus Stop"
"Outside Blk 991b",1.3832985162735,103.882438659668,"Bus Stop"
"Opp Blk 991b",1.38315904140472,103.882568359375,"Bus Stop"
"Blk 998b",1.3840297460556,103.880706787109,"Bus Stop"
"Buangkok Sports Pk",1.38199198246002,103.879425048828,"Bus Stop"
"Kla Tencor",1.37284851074219,103.868438720703,"Bus Stop"
"Bef Begonia Rd",1.39009749889374,103.862632751465,"Bus Stop"
"Aft Begonia Rd",1.389763712883,103.86254119873,"Bus Stop"
"Aft Seletar Rd",1.38830995559692,103.868003845215,"Bus Stop"
"Opp The Greenwich",1.38802587985992,103.87036895752,"Bus Stop"
"The Greenwich",1.38773465156555,103.869987487793,"Bus Stop"
"Chij St. Joseph's Convent",1.39105367660522,103.902374267578,"Bus Stop"
"Bakau Stn/Blk 122f",1.38767802715302,103.9052734375,"Bus Stop"
"Nth Spring Pr Sch",1.38715720176697,103.904174804688,"Bus Stop"
"Kangkar Stn Exit B",1.38353300094604,103.902153015137,"Bus Stop"
"Kangkar Stn Exit A",1.38436794281006,103.90225982666,"Bus Stop"
"Blk 225a",1.38731205463409,103.898979187012,"Bus Stop"
"Opp Blk 225a",1.38741397857666,103.897994995117,"Bus Stop"
"Ranggung Stn Exit A",1.38393831253052,103.897659301758,"Bus Stop"
"Ranggung Stn Exit B",1.38368833065033,103.897514343262,"Bus Stop"
"Rumbia Stn Exit B/Blk 153",1.39116251468658,103.906394958496,"Bus Stop"
"Rumbia Stn Exit A",1.39105772972107,103.906143188477,"Bus Stop"
"Compassvale Stn Exit A",1.3944286108017,103.900314331055,"Bus Stop"
"Compassvale Stn Exit B",1.39465391635895,103.900459289551,"Bus Stop"
"Blk 336b",1.39738047122955,103.888893127441,"Bus Stop"
"Opp Sengkang Stn/Blk 260a",1.39290845394135,103.895317077637,"Bus Stop"
"Opp Cheng Lim Lrt",1.39616692066193,103.893768310547,"Bus Stop"
"Sengkang Community Hub",1.39230954647064,103.893463134766,"Bus Stop"
"Layar Stn Exit B",1.3921856880188,103.880180358887,"Bus Stop"
"Layar Stn Exit B/Blk 417a",1.39198207855225,103.880195617676,"Bus Stop"
"Fernvale Stn/Blk 439a",1.39149796962738,103.877647399902,"Bus Stop"
"Opp Fernvale Stn",1.39100241661072,103.877082824707,"Bus Stop"
"Opp Fernvale Pr Sch",1.39087533950806,103.874664306641,"Bus Stop"
"Fernvale Pr Sch",1.39068031311035,103.87467956543,"Bus Stop"
"Blk 121e",1.38603043556213,103.906242370605,"Bus Stop"
"Opp Blk 121e",1.38565337657928,103.906288146973,"Bus Stop"
"Opp Hockey Stadium",1.39454662799835,103.886184692383,"Bus Stop"
"Blk 471a",1.3960052728653,103.879272460938,"Bus Stop"
"Opp Blk 471a",1.39549386501312,103.88094329834,"Bus Stop"
"Blk 319a",1.39104199409485,103.889747619629,"Bus Stop"
"Buangkok Stn Exit B",1.38334465026855,103.893264770508,"Bus Stop"
"Buangkok Stn Exit A",1.38393306732178,103.893043518066,"Bus Stop"
"Bef Anchorvale St",1.39804399013519,103.893440246582,"Bus Stop"
"Aft Anchorvale St",1.39805102348328,103.893341064453,"Bus Stop"
"Blk 338a",1.39899003505707,103.888778686523,"Bus Stop"
"Blk 334a",1.39882946014404,103.889526367188,"Bus Stop"
"Aft Blk 467b",1.39849352836609,103.87744140625,"Bus Stop"
"Thanggam Stn",1.39712750911713,103.875625610352,"Bus Stop"
"Compassvale Int",1.39129519462585,103.897201538086,"Bus Stop"
"Opp Blk 326d",1.39600598812103,103.887596130371,"Bus Stop"
"Blk 326d",1.39607381820679,103.887664794922,"Bus Stop"
"Opp Blk 448a",1.39317905902863,103.87247467041,"Bus Stop"
"Blk 448a",1.39312160015106,103.872650146484,"Bus Stop"
"Sing-China Bldg",1.40719211101532,103.872062683105,"Bus Stop"
"Opp Sing-China Bldg",1.40757215023041,103.872283935547,"Bus Stop"
"Bef Seletar A'space Rise",1.40559327602386,103.866813659668,"Bus Stop"
"Aft Seletar A'space Rise",1.40570199489594,103.866668701172,"Bus Stop"
"Aft Baker St",1.40885698795319,103.871170043945,"Bus Stop"
"Bef Baker St",1.40885007381439,103.870956420898,"Bus Stop"
"Rolls Royce Pte Ltd",1.4037858247757,103.86344909668,"Bus Stop"
"Opp Rolls Royce Pte Ltd",1.40400338172913,103.863494873047,"Bus Stop"
"Bef Seletar Camp G",1.40222191810608,103.871391296387,"Bus Stop"
"Aft Seletar Camp G",1.40231311321259,103.871948242188,"Bus Stop"
"Bef West Camp Rd",1.40580856800079,103.859992980957,"Bus Stop"
"Aft West Camp Rd",1.4060652256012,103.860160827637,"Bus Stop"
"Opp Youth Flying Club",1.41460692882538,103.861892700195,"Bus Stop"
"Youth Flying Club",1.4144389629364,103.862083435059,"Bus Stop"
"Opp Seletar Airport",1.42043304443359,103.863479614258,"Bus Stop"
"Seletar Airport",1.41891598701477,103.862800598145,"Bus Stop"
"Bef Shell Aviation",1.42333316802979,103.866188049316,"Bus Stop"
"Aft Shell Aviation",1.42306888103485,103.866271972656,"Bus Stop"
"Aft Seletar A'space Lane",1.41076898574829,103.861793518066,"Bus Stop"
"Bef Seletar A'space Lane",1.41071379184723,103.861885070801,"Bus Stop"
"Bef Yishun Ave 8",1.42704248428345,103.855354309082,"Bus Stop"
"Aft Yishun Ave 8",1.42698395252228,103.855506896973,"Bus Stop"
"Opp Aljunied Pk",1.3292670249939,103.879409790039,"Bus Stop"
"Aljunied Pk",1.32930254936218,103.879753112793,"Bus Stop"
"Aft Blk 4",1.33290672302246,103.878715515137,"Bus Stop"
"Aft Joo Seng Rd",1.33627200126648,103.877777099609,"Bus Stop"
"Bef Bidadari Pk Dr",1.33857917785645,103.875427246094,"Bus Stop"
"Aft Bidadari Pk Dr",1.33839952945709,103.875915527344,"Bus Stop"
"Aft Regent Motors",1.33372163772583,103.89852142334,"Bus Stop"
"Opp Hdb Cp",1.33227574825287,103.894973754883,"Bus Stop"
"Hdb Cp",1.33187699317932,103.894439697266,"Bus Stop"
"Opp Traffic Police",1.33071732521057,103.890914916992,"Bus Stop"
"Traffic Police",1.33063149452209,103.891319274902,"Bus Stop"
"Opp Gulab Bldg",1.32969963550568,103.873954772949,"Bus Stop"
"Gulab Bldg",1.32946240901947,103.874038696289,"Bus Stop"
"Opp Cencon Bldg",1.33077669143677,103.877151489258,"Bus Stop"
"Cencon Bldg",1.33075034618378,103.877731323242,"Bus Stop"
"Aft Jln Muhibbah",1.33190810680389,103.881141662598,"Bus Stop"
"Opp Jln Muhibbah",1.33157539367676,103.880584716797,"Bus Stop"
"Bef Davidson Rd",1.33276164531708,103.885032653809,"Bus Stop"
"Aft Jln Belangkas",1.33218204975128,103.883285522461,"Bus Stop"
"Citimac Ind Cplx",1.33325946331024,103.887237548828,"Bus Stop"
"Macpherson Green Condo",1.33291244506836,103.886459350586,"Bus Stop"
"Aft Jln Anggerek",1.32768368721008,103.880966186523,"Bus Stop"
"Opp Mattar Stn Exit A",1.32758641242981,103.883247375488,"Bus Stop"
"Opp Macpherson Stn Exit D",1.32461142539978,103.888854980469,"Bus Stop"
"Blk 90",1.32362163066864,103.886962890625,"Bus Stop"
"Opp Mattar Stn Exit B",1.32617664337158,103.884010314941,"Bus Stop"
"Macpherson Stn Exit C",1.32497155666351,103.89037322998,"Bus Stop"
"Macpherson Stn Exit B",1.32498729228973,103.890800476074,"Bus Stop"
"Opp Orion @ Paya Lebar",1.32884299755096,103.889625549316,"Bus Stop"
"Citipoint Ind Cplx",1.32824611663818,103.890144348145,"Bus Stop"
"Le Crescendo",1.33078169822693,103.889312744141,"Bus Stop"
"Opp Trinity @ Paya Lebar",1.33155751228333,103.889518737793,"Bus Stop"
"Aft Tai Seng Stn",1.33530628681183,103.888000488281,"Bus Stop"
"Opp Tai Seng Stn",1.33506405353546,103.888694763184,"Bus Stop"
"Asiawide Ind Bldg",1.33743500709534,103.887138366699,"Bus Stop"
"Opp Asiawide Ind Bldg",1.33747494220734,103.887580871582,"Bus Stop"
"Aft Paya Lebar St",1.33965754508972,103.885757446289,"Bus Stop"
"Opp Paya Lebar St",1.33965003490448,103.88639831543,"Bus Stop"
"Aft Genting Lane",1.32335567474365,103.879013061523,"Bus Stop"
"Aft Kallang Way 4",1.32319843769073,103.879051208496,"Bus Stop"
"Aft Kallang Way 1",1.32247984409332,103.876739501953,"Bus Stop"
"Aft Kallang Way 2",1.32229745388031,103.876823425293,"Bus Stop"
"Tannery Blk",1.32626473903656,103.874900817871,"Bus Stop"
"Bef Lor Bakar Batu",1.32598495483398,103.874473571777,"Bus Stop"
"Aft Kallang Sector",1.3276880979538,103.872566223145,"Bus Stop"
"Bef Genting Lk",1.32859969139099,103.873458862305,"Bus Stop"
"Macpherson Stn Exit A",1.32623291015625,103.889320373535,"Bus Stop"
"Opp Macpherson Stn Exit A",1.32604289054871,103.889343261719,"Bus Stop"
"Bef Ubi Rd 4",1.33088231086731,103.89811706543,"Bus Stop"
"Blk 3032a",1.33094656467438,103.897895812988,"Bus Stop"
"Aft Paya Lebar Rd",1.33411693572998,103.89054107666,"Bus Stop"
"Opp Comfort Test Ctr",1.33655774593353,103.894691467285,"Bus Stop"
"Comfort Test Ctr",1.3365433216095,103.895042419434,"Bus Stop"
"Opp Gordon Warehse Bldg",1.33913922309875,103.89680480957,"Bus Stop"
"Opp Air Force Museum",1.34645330905914,103.898506164551,"Bus Stop"
"Air Force Museum",1.3460921049118,103.898818969727,"Bus Stop"
"Aft Kim Chuan Rd",1.34151101112366,103.891891479492,"Bus Stop"
"Bef Kim Chuan Rd",1.34065461158752,103.891952514648,"Bus Stop"
"Bef Airport Rd",1.3390144109726,103.895065307617,"Bus Stop"
"Aft Airport Rd",1.33852517604828,103.895126342773,"Bus Stop"
"Opp Comfort Driving Ctr",1.33638179302216,103.897857666016,"Bus Stop"
"Comfort Driving Ctr",1.33554553985596,103.898254394531,"Bus Stop"
"Eunos Technolink",1.33375859260559,103.900596618652,"Bus Stop"
"Opp Eunos Technolink",1.33291482925415,103.900970458984,"Bus Stop"
"Blk 318",1.32830691337585,103.902839660645,"Bus Stop"
"Ubi Stn Exit B",1.33008110523224,103.8994140625,"Bus Stop"
"Ubi Stn Exit A",1.32976198196411,103.899147033691,"Bus Stop"
"Blk 3023",1.32917332649231,103.897071838379,"Bus Stop"
"Blk 3024",1.32886552810669,103.89714050293,"Bus Stop"
"Blk 3021",1.32814300060272,103.89444732666,"Bus Stop"
"Blk 3026",1.32787644863129,103.894577026367,"Bus Stop"
"Blk 3019",1.32732999324799,103.89208984375,"Bus Stop"
"Aztech Bldg",1.32706499099731,103.89217376709,"Bus Stop"
"Blk 1022",1.33497834205627,103.892387390137,"Bus Stop"
"Opp Blk 1022",1.33467733860016,103.892379760742,"Bus Stop"
"Opp Paya Lebar Air Base",1.34332871437073,103.898948669434,"Bus Stop"
"Paya Lebar Air Base",1.34494054317474,103.89909362793,"Bus Stop"
"Aft Defu Lane 12",1.34114098548889,103.898147583008,"Bus Stop"
"Paya Ubi Ind Pk",1.32612442970276,103.89794921875,"Bus Stop"
"Opp Paya Ubi Ind Pk",1.32608115673065,103.89720916748,"Bus Stop"
"Ubi 55",1.32546234130859,103.89525604248,"Bus Stop"
"Ubi Techpark",1.3255420923233,103.895050048828,"Bus Stop"
"Meiban Ind Bldg",1.32632172107697,103.893180847168,"Bus Stop"
"Opp Meiban Ind Bldg",1.32623565196991,103.893348693848,"Bus Stop"
"The Leo",1.33709013462067,103.903747558594,"Bus Stop"
"Empire Technocentre",1.33675694465637,103.904014587402,"Bus Stop"
"Kaki Bt Autohub",1.33683478832245,103.900970458984,"Bus Stop"
"Opp Kaki Bt Autohub",1.33681464195251,103.901123046875,"Bus Stop"
"Eunos Mans",1.32884633541107,103.905464172363,"Bus Stop"
"Blk 646",1.33096528053284,103.906318664551,"Bus Stop"
"Opp Blk 646",1.33086395263672,103.906555175781,"Bus Stop"
"Bef Kaki Bt Stn Exit B",1.33521854877472,103.90991973877,"Bus Stop"
"Kaki Bt Stn Exit A",1.33546650409698,103.909851074219,"Bus Stop"
"Kaki Bt Ind Est",1.33343970775604,103.904121398926,"Bus Stop"
"Opp Kaki Bt Ind Est",1.33375835418701,103.904281616211,"Bus Stop"
"Opp Tech View",1.33791124820709,103.909942626953,"Bus Stop"
"Tech View",1.33734381198883,103.909240722656,"Bus Stop"
"Bartley Biz Ctr",1.33860731124878,103.911499023438,"Bus Stop"
"Shun Li Ind Pk",1.33834671974182,103.91170501709,"Bus Stop"
"Autobay @ Kaki Bt",1.34084784984589,103.913017272949,"Bus Stop"
"Opp Autobay @ Kaki Bt",1.34043383598328,103.912704467773,"Bus Stop"
"Aft Bartley Viaduct",1.34114933013916,103.916358947754,"Bus Stop"
"Bef Bartley Viaduct",1.34108150005341,103.916259765625,"Bus Stop"
"Bef Rsaf Roundabout",1.35197877883911,103.899452209473,"Bus Stop"
"Lp 223r12",1.37990820407867,103.918609619141,"Bus Stop"
"Opp Lp 223r10",1.37988662719727,103.918174743652,"Bus Stop"
"Bef Tampines Ind Ave 5",1.37606334686279,103.920021057129,"Bus Stop"
"Aft Tampines Ind Ave 5",1.37605786323547,103.91983795166,"Bus Stop"
"St Aero",1.3504718542099,103.898811340332,"Bus Stop"
"Air Force Sch",1.35081768035889,103.89909362793,"Bus Stop"
"Bef Tampines Ind Ave 4",1.37042808532715,103.922782897949,"Bus Stop"
"Aft Tampines Ind Ave 4",1.37007057666779,103.922889709473,"Bus Stop"
"Aft Jln Sam Kong Si",1.36753475666046,103.926483154297,"Bus Stop"
"Bef Jln Sam Kong Si",1.36735308170319,103.92618560791,"Bus Stop"
"Opp Golden Pagoda Tp",1.36850440502167,103.929786682129,"Bus Stop"
"Golden Pagoda Tp",1.36851143836975,103.930122375488,"Bus Stop"
"Tampines Int",1.35407555103302,103.943389892578,"Bus Stop"
"Tampines Concourse Int",1.35737133026123,103.941650390625,"Bus Stop"
"Blk 879b",1.35168445110321,103.928520202637,"Bus Stop"
"Opp Springfield Sec Sch",1.35080695152283,103.929458618164,"Bus Stop"
"Springfield Sec Sch",1.35065770149231,103.929565429688,"Bus Stop"
"Tampines West Stn Exit B",1.34503388404846,103.940078735352,"Bus Stop"
"Bef Tampines West Stn",1.34471166133881,103.940216064453,"Bus Stop"
"Opp Bedok Reform Trg Ctr",1.34071385860443,103.936470031738,"Bus Stop"
"Bedok Reform Trg Ctr",1.34066331386566,103.936698913574,"Bus Stop"
"Blk 897",1.34810638427734,103.934234619141,"Bus Stop"
"Blk 888",1.35115134716034,103.931022644043,"Bus Stop"
"Blk 874a",1.35304498672485,103.932014465332,"Bus Stop"
"Opp Darul Ghufran Mque",1.35593390464783,103.939033508301,"Bus Stop"
"Darul Ghufran Mque",1.3556364774704,103.939361572266,"Bus Stop"
"Bet Blks 701/702",1.35594820976257,103.93709564209,"Bus Stop"
"Blk 863",1.35563969612122,103.936126708984,"Bus Stop"
"Blk 867a",1.35597193241119,103.933662414551,"Bus Stop"
"Opp Blk 871a",1.35451781749725,103.931449890137,"Bus Stop"
"Blk 874",1.35405111312866,103.931465148926,"Bus Stop"
"Blk 855",1.35325002670288,103.934562683105,"Bus Stop"
"Opp Blk 853",1.35327637195587,103.93440246582,"Bus Stop"
"Aft Tampines Ave 9",1.35749995708466,103.931297302246,"Bus Stop"
"Bef Tampines Ave 9",1.35699999332428,103.931701660156,"Bus Stop"
"Blk 835",1.35078501701355,103.933532714844,"Bus Stop"
"Blk 882a",1.35144996643066,103.933609008789,"Bus Stop"
"Blk 889",1.34971141815186,103.932159423828,"Bus Stop"
"Opp Temasek Poly East G",1.34567356109619,103.93595123291,"Bus Stop"
"Temasek Poly East G",1.34499788284302,103.936767578125,"Bus Stop"
"Opp Temasek Poly",1.3470778465271,103.932655334473,"Bus Stop"
"Temasek Poly",1.34675264358521,103.932579040527,"Bus Stop"
"Opp Temasek Poly West G",1.3484480381012,103.929801940918,"Bus Stop"
"Temasek Poly West G",1.34791505336761,103.930168151855,"Bus Stop"
"Opp Tropica Condo",1.34949839115143,103.927833557129,"Bus Stop"
"Tropica Condo",1.34913802146912,103.927978515625,"Bus Stop"
"Bet Blks 710/713",1.35801994800568,103.937965393066,"Bus Stop"
"Opp Blks 710/713",1.35917282104492,103.938140869141,"Bus Stop"
"Blk 721",1.36024832725525,103.936012268066,"Bus Stop"
"Opp Blk 721",1.36047494411469,103.93620300293,"Bus Stop"
"Blk 742a",1.36022794246674,103.933639526367,"Bus Stop"
"Opp Blks 741/742",1.36045670509338,103.933319091797,"Bus Stop"
"Tampines Dormitory",1.36707806587219,103.930778503418,"Bus Stop"
"Opp Tampines Dormitory",1.3672080039978,103.931060791016,"Bus Stop"
"Poi Ching Pr Sch",1.35775470733643,103.93627166748,"Bus Stop"
"Blk 734",1.35846304893494,103.934150695801,"Bus Stop"
"Opp Hns Micro Siltronic",1.37079632282257,103.930564880371,"Bus Stop"
"Aft Tampines Ave 5",1.35909831523895,103.930526733398,"Bus Stop"
"Bef Tampines Ave 5",1.35943007469177,103.930992126465,"Bus Stop"
"T5@Tampines",1.37318885326385,103.926597595215,"Bus Stop"
"Opp Siltronic",1.37506997585297,103.92130279541,"Bus Stop"
"Aft Tampines Ave 1",1.35175824165344,103.926712036133,"Bus Stop"
"The Santorini",1.35220181941986,103.927238464355,"Bus Stop"
"Bef Tampines Fire Stn",1.35607659816742,103.929054260254,"Bus Stop"
"Tampines East Stn Exit B",1.35507953166962,103.955299377441,"Bus Stop"
"Tampines East Stn Exit C",1.35506415367126,103.955551147461,"Bus Stop"
"Blk 842c",1.35122179985046,103.936508178711,"Bus Stop"
"Opp Blk 842c",1.3511825799942,103.936332702637,"Bus Stop"
"Our Tampines Hub",1.35313808917999,103.941261291504,"Bus Stop"
"Opp Our Tampines Hub",1.35296165943146,103.941650390625,"Bus Stop"
"Blk 938",1.34820199012756,103.94189453125,"Bus Stop"
"Blk 141",1.34802639484406,103.945175170898,"Bus Stop"
"Opp The Holy Trinity Ch",1.34950196743011,103.949325561523,"Bus Stop"
"The Holy Trinity Ch",1.34916806221008,103.949234008789,"Bus Stop"
"Blk 285",1.35026359558105,103.952491760254,"Bus Stop"
"Tampines East Cc",1.35303318500519,103.954803466797,"Bus Stop"
"Blk 945",1.35157454013824,103.940231323242,"Bus Stop"
"Opp Blk 945",1.35188663005829,103.940093994141,"Bus Stop"
"Opp St. Hilda's Sec Sch",1.35003328323364,103.938171386719,"Bus Stop"
"St. Hilda's Sec Sch",1.34988212585449,103.937919616699,"Bus Stop"
"Uob Tampines Ctr",1.35184109210968,103.942543029785,"Bus Stop"
"Tampines Stn/Int",1.35366690158844,103.946090698242,"Bus Stop"
"Opp Tampines Stn/Int",1.3537073135376,103.946365356445,"Bus Stop"
"Opp Blk 237",1.35517835617065,103.947204589844,"Bus Stop"
"Blk 401",1.3569438457489,103.944770812988,"Bus Stop"
"Blk 423",1.35687494277954,103.947967529297,"Bus Stop"
"Blk 449",1.35674667358398,103.95100402832,"Bus Stop"
"Blk 230e",1.35644173622131,103.951141357422,"Bus Stop"
"Tampines East Stn Exit A",1.35638964176178,103.953903198242,"Bus Stop"
"Opp Tampines East Stn",1.35614001750946,103.953536987305,"Bus Stop"
"Tampines Jc/Opp Blk 390",1.35666906833649,103.957359313965,"Bus Stop"
"Blk 390/Opp Tampines Jc",1.35646653175354,103.957527160645,"Bus Stop"
"Blk 497d",1.35845804214478,103.959167480469,"Bus Stop"
"Dunman Sec Sch",1.36181163787842,103.955184936523,"Bus Stop"
"Blk 491c",1.36188566684723,103.955047607422,"Bus Stop"
"Angsana Pr Sch",1.34883308410645,103.951210021973,"Bus Stop"
"Blk 460/Opp Tampines Jc",1.35791504383087,103.955352783203,"Bus Stop"
"Tampines Jc/Opp Blk 454",1.3576500415802,103.955589294434,"Bus Stop"
"Opp Tampines Changkat Cc",1.34547162055969,103.946983337402,"Bus Stop"
"Blk 484",1.36213827133179,103.953094482422,"Bus Stop"
"Blk 493b",1.36209166049957,103.952178955078,"Bus Stop"
"Blk 459",1.35852837562561,103.954277038574,"Bus Stop"
"Blk 417",1.35862255096436,103.947235107422,"Bus Stop"
"Blk 230b",1.35501337051392,103.950859069824,"Bus Stop"
"Blk 259",1.35484671592712,103.950798034668,"Bus Stop"
"Ngee Ann Sec Sch",1.35385000705719,103.957427978516,"Bus Stop"
"Blk 307a",1.35366249084473,103.956481933594,"Bus Stop"
"Opp Blk 331",1.35384118556976,103.959869384766,"Bus Stop"
"Blk 333",1.35279130935669,103.962448120117,"Bus Stop"
"Blk 351",1.35288166999817,103.962608337402,"Bus Stop"
"Opp Blk 345",1.35219502449036,103.961051940918,"Bus Stop"
"Blk 323",1.35207998752594,103.95873260498,"Bus Stop"
"Eden Condo",1.35610973834991,103.959815979004,"Bus Stop"
"East Spring Sec Sch",1.35630333423615,103.959854125977,"Bus Stop"
"Blk 444",1.35855305194855,103.951347351074,"Bus Stop"
"The Tampines Trilliant",1.35940730571747,103.939422607422,"Bus Stop"
"Bet Blks 524b/523d",1.359206199646,103.93921661377,"Bus Stop"
"Opp Blk 519a",1.35746884346008,103.940773010254,"Bus Stop"
"Blk 519a",1.35752892494202,103.940505981445,"Bus Stop"
"Citylife@ Tampines",1.360231757164,103.940528869629,"Bus Stop"
"Opp Citylife@ Tampines",1.36042785644531,103.940612792969,"Bus Stop"
"Tampines Stn Exit D",1.35540103912354,103.94359588623,"Bus Stop"
"Aft Tampines Stn Exit E",1.35556495189667,103.943466186523,"Bus Stop"
"Bef Pasir Ris Rd",1.38073468208313,103.948249816895,"Bus Stop"
"Aft Pasir Ris Way",1.38222777843475,103.946578979492,"Bus Stop"
"Opp Unit 104",1.38396298885345,103.943748474121,"Bus Stop"
"Blk 582",1.37518084049225,103.946495056152,"Bus Stop"
"Blk 626",1.37999165058136,103.940948486328,"Bus Stop"
"Opp Blk 626",1.38057661056519,103.940650939941,"Bus Stop"
"Aft Pasir Ris St 72",1.38058996200562,103.934959411621,"Bus Stop"
