"amenity","latitude","longitude","type"
"Hanis Montessori Kindergarten Kovan",1.35497686070883,103.87854794511,"Pre-School"
"Hanis Montessori Kindergarten Pasir Ris",1.37406385993511,103.937049592237,"Pre-School"
"Hanis Montessori Kindergarten Tampines",1.3564245043644,103.95860933489,"Pre-School"
"Hanis Montessori Kindergarten Woodlands",1.42728730224269,103.774859403272,"Pre-School"
"Heartfield Kindergarten",1.31705948582065,103.833893297789,"Pre-School"
"Holy Grace Kindergarten",1.31408913751188,103.93948239896,"Pre-School"
"Hope Community Kindergarten Choa Chu Kang",1.3777677126535,103.740253371367,"Pre-School"
"Hope Community Kindergarten Sembawang",1.45475508257236,103.814545962606,"Pre-School"
"Hope Community Kindergarten Tampines",1.36140392768635,103.952153518306,"Pre-School"
"House On The Hill Montessori Pre-School",1.29153713994679,103.771129088639,"Pre-School"
"Ichiban Nurtureland Kindergarten Choa Chu Kang",1.37729300082056,103.745756863099,"Pre-School"
"Idealkidz",1.44477273561017,103.812740482752,"Pre-School"
"Iman Kindergarten Cck",1.39262691928141,103.741798788286,"Pre-School"
"Iman Kindergarten Tenagaville",1.33219242402731,103.907363530901,"Pre-School"
"Iman Kindergarten Yishun",1.42576336379243,103.836539122751,"Pre-School"
"Iroha Kindergarten",1.30802739309345,103.880481033646,"Pre-School"
"Jamiyah Kindergarten",1.31037917826092,103.878782315215,"Pre-School"
"Jenius Kindergarten Hougang",1.37757028719603,103.883566207276,"Pre-School"
"Jessin Kindergarten",1.33628535356382,103.848428648728,"Pre-School"
"Jhs Montessori Kindergarten",1.2930692681607,103.82703434057,"Pre-School"
"Josiah Montessori Kindergarten",1.35436981239791,103.95990645157,"Pre-School"
"Joyful Jenius Preschool",1.37368392065322,103.871416986034,"Pre-School"
"Jurong Calvary Kindergarten",1.33319032715908,103.723491063579,"Pre-School"
"Jurong Christian Church Kindergarten",1.33648469808136,103.722120512842,"Pre-School"
"Kampong Kapor Methodist Church Kindergarten",1.30717565670962,103.853939827349,"Pre-School"
"Kampung Siglap Mosque Kindergarten",1.30985531851086,103.927555072181,"Pre-School"
"Kay Poh Road Baptist Kindergarten",1.29661103014609,103.829094847341,"Pre-School"
"Khalsa Kindergarten",1.31429090538593,103.858317001214,"Pre-School"
"Kidz Meadow Kindergarten",1.38368697980777,103.943440850168,"Pre-School"
"Kim Keat Christian Church Kindergarten",1.32441877850456,103.865899484003,"Pre-School"
"Kizroo Kindergarten",1.33899462699317,103.793133806944,"Pre-School"
"Little Hands Montessori Kindergarten",1.30152875524138,103.829090071464,"Pre-School"
"Little Leader Kindergarten",1.43061828858562,103.828762992395,"Pre-School"
"Little Moppets Preschool @ Tampines Pte Ltd",1.35825225017841,103.958367363018,"Pre-School"
"Little Oaks Montessori Kindergarten",1.31973694768009,103.81184648166,"Pre-School"
"Little Ones Kindergarten",1.31396623259279,103.779997544892,"Pre-School"
"Little Seeds Preshool @ Pphbc",1.28035246795484,103.785736404322,"Pre-School"
"Little Shepherds' Schoolhouse@Blessed Sacrament Church",1.29580363679915,103.798802361393,"Pre-School"
"Little Shepherds' Schoolhouse@Church Of St Francis Of Assisi Bl",1.3479017381122,103.710984438404,"Pre-School"
"Little Shepherds' Schoolhouse@Church Of St Francis Xavier",1.35864949579806,103.863529970358,"Pre-School"
"Little Shepherds' Schoolhouse@Church Of The Holy Family",1.30680767028152,103.906924696743,"Pre-School"
"Little Shepherds' Schoolhouse@Church Of The Holy Trinity",1.34884144915907,103.949335266876,"Pre-School"
"Little Shepherds' Schoolhouse@Church Of The Nativity",1.37415859812668,103.89768488976,"Pre-School"
"Little Shepherds' Schoolhouse@St Anne’s Church",1.39188938660765,103.901675482455,"Pre-School"
"Little Shepherds’ Schoolhouse@Church Of St Francis Of Assisi-Jw",1.35135367421172,103.716391798561,"Pre-School"
"Little Skittles International Preschool",1.29847421984102,103.889075335163,"Pre-School"
"Little Woods Montessori Preschool",1.318880172033,103.838418626675,"Pre-School"
"Littlesparks Montessori Kindergarten",1.31565624480678,103.9192457393,"Pre-School"
"Living Sanctuary Kindergarten",1.35598783571519,103.891400629514,"Pre-School"
"Lodestar Montessori Preschool Pte. Ltd.",1.3606195338974,103.890411448921,"Pre-School"
"Lumiere Montessori House",1.34715334915269,103.869823852198,"Pre-School"
"Mahad Al - Nasry Kindergarten",1.36092283091748,103.953359374504,"Pre-School"
"Mahad Al-Nasry @ Sengkang Kindergarten",1.39171000864575,103.90112110053,"Pre-School"
"Maplebear Gracefields Pte Ltd",1.30058937406418,103.824478746174,"Pre-School"
"Maris Stella Kindergarten",1.30885962108237,103.80830854784,"Pre-School"
"Masterminds Kindergarten",1.31189405532805,103.841976888154,"Pre-School"
"Mfc Kindergarten Broadrick Road",1.29979210412369,103.890672262722,"Pre-School"
"Mfc Kindergarten Newton",1.3179874009657,103.841298120018,"Pre-School"
"Milagros De Montessori School - Queens Close",1.29327263801381,103.799914667228,"Pre-School"
"Modern Montessori Kindergarten",1.3114160316427,103.929290138295,"Pre-School"
"Monte Kidz World Pasir Ris",1.37860717814264,103.9419163678,"Pre-School"
"Montessori Children's House Kindergarten",1.33216945979755,103.790714530769,"Pre-School"
"Morning Glory Preschool",1.35281998120377,103.726034875626,"Pre-School"
"Mosaic Kindergarten",1.33667572858832,103.783709155893,"Pre-School"
"Mrc Kindergarten Yishun South",1.41624344397914,103.835248986247,"Pre-School"
"Muhammadiyah Kindergarten",1.32303429054426,103.915442440453,"Pre-School"
"Mujahidin Mosque Kindergarten",1.29814970833183,103.800866440185,"Pre-School"
"My Montessori Preschool @ Bullion",1.39159864463172,103.836623070687,"Pre-School"
"My Prep School",1.30738625389381,103.925259997195,"Pre-School"
"My Prep School Montessori Pte Ltd",1.31834306626229,103.941364023845,"Pre-School"
"Nanyang Children School",1.27362997937476,103.808254905625,"Pre-School"
"Nanyang Kindergarten",1.31805747108795,103.805567260134,"Pre-School"
"The Kidz Zone Pte Ltd",1.27692022953537,103.841485795686,"Pre-School"
"The Little Champions Tlc Pte. Ltd.",1.31826223676275,103.881336906737,"Pre-School"
"The Little Kids House - Vegetarian",1.39219339130814,103.901014053242,"Pre-School"
"The Little Skool- House International Pte Ltd",1.37714073427961,103.953599086806,"Pre-School"
"The Little Skool-House At-Kk Hospital",1.30732984219946,103.847051399392,"Pre-School"
"The Little Skool-House International Pte Ltd",1.30139110277467,103.768997548033,"Pre-School"
"The Little Skool-House International Pte. Ltd.",1.28228765733052,103.852428737102,"Pre-School"
"The Moral Childcare Centre",1.3632663057739,103.746557318982,"Pre-School"
"The Orange Academy Tampines Pte Ltd",1.3522780323167,103.943727696927,"Pre-School"
"The Orange Academy Yishun Pte Ltd",1.42803584532257,103.836092102185,"Pre-School"
"The Orange Academy Pte. Ltd.",1.28630852981462,103.828004847991,"Pre-School"
"The Orange Tree Alexandra Pte. Ltd.",1.27739855758897,103.799423220223,"Pre-School"
"The Orange Tree Cck Pte. Ltd.",1.37926975842929,103.75921439147,"Pre-School"
"The Orange Tree Simei Pte. Ltd.",1.33292200929789,103.904289530347,"Pre-School"
"The Preparatory Place",1.31413860735998,103.824251361955,"Pre-School"
"The Sunbird Child Development Centre Pte Ltd",1.38661552767526,103.906017778363,"Pre-School"
"Thinkerstar Preschool Pte. Ltd.",1.44180556582701,103.796073475424,"Pre-School"
"Thinkkidz",1.38654032627489,103.8447164058,"Pre-School"
"Tinkerland Private Limited",1.33406874352699,103.946416984231,"Pre-School"
"Toddlers' Cottage",1.32000040191606,103.887363067673,"Pre-School"
"Tots N Toys Pte Ltd",1.3282024922618,103.754854446783,"Pre-School"
"Tots Town Preschool @ Sembawang",1.45207233218002,103.815078843106,"Pre-School"
"Bubbles Montessori Preschool",1.36445048918861,103.84946401992,"Pre-School"
"Touch Community Services Limited",1.31516227669187,103.767487978593,"Pre-School"
"Trehaus School",1.29114627294634,103.849834212162,"Pre-School"
"Twinkle Child Care And Development Centre",1.34417618958994,103.774079417012,"Pre-School"
"Twinklekidz @ Bendemeer Pte. Ltd.",1.31691578152866,103.863109198906,"Pre-School"
"Twinklekidz Academy Pte. Ltd.",1.31978185150437,103.921350493799,"Pre-School"
"Twinklekidz International Schoolhouse Pte Ltd",1.33360158535414,103.965411910055,"Pre-School"
"Twinklekidz Playhouse Pte. Ltd.",1.33735130408154,103.848494463856,"Pre-School"
"Tzu Chi Great Love Preschool",1.42957075468771,103.828642668358,"Pre-School"
"Tzu Chi Great Love Preschool Toa Payoh",1.3353827124599,103.844830875826,"Pre-School"
"United World Preschool Pte. Ltd.",1.30522305583341,103.905043934283,"Pre-School"
"Urban Kids Childcare Pte Ltd",1.44477273561017,103.812740482752,"Pre-School"
"Victoria Montessori Schoolhouse Pte. Ltd.",1.34873284070198,103.934010232914,"Pre-School"
"Wat Patthar Educare Centre",1.43619845621521,103.797798852702,"Pre-School"
"Wchester Preschoolers Pte Ltd",1.29602158963435,103.815244593194,"Pre-School"
"Wharton Eastcoast Pte. Ltd.",1.31975534851148,103.953844654812,"Pre-School"
"Wharton Preschool Pte. Ltd.",1.37598330742513,103.8706473035,"Pre-School"
"White Lodge Preschool River Valley Pte Ltd",1.2945696546836,103.842049638041,"Pre-School"
"White Lodge, Upper Bukit Timah Pte. Ltd.",1.359932923248,103.768482871873,"Pre-School"
"White Lodge, Upper East Coast Pte Ltd",1.36495701081144,103.97165729174,"Pre-School"
"Whiz Kids Montessori @Hougang Pte Ltd",1.37747961874659,103.890340425487,"Pre-School"
"Whiz Kids Montessori Pte. Ltd.",1.3870961073518,103.905723022319,"Pre-School"
"Whizkid Preschool Center Pte Ltd",1.3012903760623,103.906458599732,"Pre-School"
"Whizland Montessori Pte. Ltd.",1.37841033558764,103.757250629445,"Pre-School"
"Whole Child Nurture Centre",1.39458975569662,103.878281443819,"Pre-School"
"Yasmine @ Frankel Early Learning Centre",1.32592163825945,103.925809538427,"Pre-School"
"Yay! Sg Pte. Ltd.",1.34580614888774,103.875741656998,"Pre-School"
"Ymca Child Development Centre",1.43397496852078,103.776526810325,"Pre-School"
"Ymca Child Development Centre Toa Payoh",1.33656758841118,103.853894103904,"Pre-School"
"Ymca Child Development Centre-Bukit Batok",1.34848614747866,103.752597909225,"Pre-School"
"Young Minds Childcare Centre Pte. Ltd.",1.43150896540184,103.776361761717,"Pre-School"
"Yuquan Preschool @Guillemard",1.30802739309345,103.880481033646,"Pre-School"
"Ywca Ang Mo Kio Child Development Centre",1.37274887000172,103.850191399732,"Pre-School"
"Ywca Bedok South Child Development Centre",1.32386399993647,103.933398628153,"Pre-School"
"Ywca Bishan Child Development Centre",1.34976131502007,103.852452069262,"Pre-School"
"Ywca Bukit Gombak Child Development Centre",1.35628923706621,103.750409722496,"Pre-School"
"Ywca Marine Drive Child Development Centre",1.30393796392412,103.909735944256,"Pre-School"
"Ywca Mcnair Road Child Development Centre",1.31861240050009,103.856094950477,"Pre-School"
"Ywca Outram Child Development Centre",1.28526148713328,103.835373176897,"Pre-School"
"Ywca Pasir Ris Child Development Centre",1.36771507000503,103.961300171133,"Pre-School"
"Ywca West Coast Child Development Centre",1.31083087657851,103.760796124556,"Pre-School"
"Zee Juniors",1.30923726663456,103.899035308238,"Pre-School"
"Zee Playhouse Pte Ltd",1.31514831823003,103.836319587412,"Pre-School"
"Zee Schoolhouse Pte Ltd",1.30759967679052,103.893018137345,"Pre-School"
"3house Kindergarten Tampines",1.34922500248818,103.931119234309,"Pre-School"
"Aces Montessori Kidz Kindergarten",1.36858702944231,103.959198004761,"Pre-School"
"Paper Scissors Stone Montessori Kindergarten Bedok Reservoir Branch",1.33663363062983,103.925744931429,"Pre-School"
"Paya Lebar Methodist Church Covenant Kindergarten",1.35266365141095,103.875635643684,"Pre-School"
"Pcf Sparkletots Preschool @ Admiralty Blk 501 Kn",1.43292523050057,103.792007005269,"Pre-School"
"Pcf Sparkletots Preschool @ Bishan East-Thomson Blk 197 Kn",1.34909670923729,103.850672502973,"Pre-School"
"Pcf Sparkletots Preschool @ Bishan East-Thomson Blk 309 Kn",1.35091296116051,103.83758515995,"Pre-School"
"Pcf Sparkletots Preschool @ Boon Lay Blk 262 Kn",1.34480139424944,103.707299110086,"Pre-School"
"Pcf Sparkletots Preschool @ Boon Lay Blk 631 Kn",1.34305786631261,103.700135375227,"Pre-School"
"Pcf Sparkletots Preschool @ Bukit Batok Blk 148 Kn",1.34927161964367,103.743590949149,"Pre-School"
"Pcf Sparkletots Preschool @ Bukit Batok Blk 180 Kn",1.34555791776478,103.742841023535,"Pre-School"
"Pcf Sparkletots Preschool @ Bukit Batok East Blk 241 Kn",1.35089522190172,103.754544471049,"Pre-School"
"Pcf Sparkletots Preschool @ Bukit Batok East Blk 285c Kn",1.33788839482395,103.746604061696,"Pre-School"
"Pcf Sparkletots Preschool @ Bukit Batok East Blk 289g Kn",1.34504259059526,103.758784102186,"Pre-School"
"Pcf Sparkletots Preschool @ Bukit Panjang Blk 111 Kn",1.37816746354442,103.768365662696,"Pre-School"
"Pcf Sparkletots Preschool @ Bukit Panjang Blk 226 Kn",1.37523655433939,103.772368432964,"Pre-School"
"Pcf Sparkletots Preschool @ Bukit Panjang Blk 422 Kn",1.38505147335169,103.769635356959,"Pre-School"
"Pcf Sparkletots Preschool @ Canberra Blk 487 Kn",1.45545241106284,103.816118265341,"Pre-School"
"Pcf Sparkletots Preschool @ Cashew Blk 545 Kn",1.38159641457195,103.763496343773,"Pre-School"
"Pcf Sparkletots Preschool @ Changi-Simei Blk 119 Kn",1.34375760745108,103.95189783774,"Pre-School"
"Pcf Sparkletots Preschool @ Changi-Simei Blk 131 Kn",1.34550516127234,103.953954323795,"Pre-School"
"Pcf Sparkletots Preschool @ Cheng San-Seletar Blk 435 Kn",1.36770367492704,103.854214320416,"Pre-School"
"Pcf Sparkletots Preschool @ Cheng San-Seletar Blk 533 Kn",1.37416922383175,103.85300192794,"Pre-School"
"Pcf Sparkletots Preschool @ Chong Pang Blk 107 Kn",1.43221807457959,103.827520205691,"Pre-School"
"Pcf Sparkletots Preschool @ Chong Pang Blk 122 Kn",1.43499758064097,103.831124799259,"Pre-School"
"Pcf Sparkletots Preschool @ Chua Chu Kang Blk 10 Kn",1.38047054364369,103.755211079769,"Pre-School"
"Pcf Sparkletots Preschool @ Eunos Blk 122 Kn",1.33197886360407,103.910623674092,"Pre-School"
"Pcf Sparkletots Preschool @ Eunos Blk 616 Kn",1.33182712339744,103.914991050011,"Pre-School"
"Pcf Sparkletots Preschool @ Gambas Blk 309 Kn",1.44675733629481,103.821562413468,"Pre-School"
"Pcf Sparkletots Preschool @ Gambas Blk 408 Kn",1.4262535971997,103.84842751722,"Pre-School"
"Pcf Sparkletots Preschool @ Geylang Serai Blk 11 Kn",1.32180028460211,103.904424351981,"Pre-School"
"Pcf Sparkletots Preschool @ Geylang Serai Blk 14 Kn",1.33607364321632,103.879853833031,"Pre-School"
"Pcf Sparkletots Preschool @ Henderson-Dawson Blk 124a Kn",1.28488703815263,103.8227818257,"Pre-School"
"Pcf Sparkletots Preschool @ Hong Kah North Blk 276d Kn",1.35344765989071,103.704411154849,"Pre-School"
"Pcf Sparkletots Preschool @ Hong Kah North Blk 319 Kn",1.36139507262983,103.746516661112,"Pre-School"
"St. James' Church Kindergarten Harding",1.30444956358397,103.812222955725,"Pre-School"
"St. Paul's Church Kindergarten",1.35857807983784,103.881854278856,"Pre-School"
"Summer Montessori",1.32696553373981,103.724646634457,"Pre-School"
"Sunshine Kindergarten Watten",1.32415657475007,103.796801116643,"Pre-School"
"Swallows And Amazons Kindergarten",1.33899462699317,103.793133806944,"Pre-School"
"The Ascension Kindergarten",1.33028062072756,103.866401830857,"Pre-School"
"The Little House Montessori Kindergarten",1.33899462699317,103.793133806944,"Pre-School"
"The Montessori Playroom Kindergarten",1.37107838895267,103.89410008795,"Pre-School"
"Toa Payoh Methodist Church Kindergarten",1.33409620597309,103.846449867758,"Pre-School"
"Tots Town Preschool @ Yishun",1.43061828858562,103.828762992395,"Pre-School"
"Totsville Montessori Kindergarten Bishan",1.35794579896955,103.845493593958,"Pre-School"
"Totsville Montessori Kindergarten Pte Ltd",1.38178596091919,103.936411754031,"Pre-School"
"Tpbc Kindergarten",1.35058735735798,103.880451217871,"Pre-School"
"True Way Presbyterian Kindergarten",1.29372737995427,103.805684881282,"Pre-School"
"Tung Ling Kindergarten",1.30451985721567,103.906370026138,"Pre-School"
"Two By Two Schoolhouse",1.31182050214657,103.91055724291,"Pre-School"
"Wee Care Kindergarten",1.29741707652828,103.843201152693,"Pre-School"
"White Lodge Bukit Timah Pte Ltd",1.33238991560996,103.801672371245,"Pre-School"
"White Lodge Kindergarten East Coast",1.31001206135022,103.882409414559,"Pre-School"
"White Lodge Kindergarten Phoenix Park",1.298555646308,103.814673178198,"Pre-School"
"White Lodge West Coast Pte Ltd",1.28013029246683,103.786259570334,"Pre-School"
"Workplayz Montessori",1.27729327698751,103.807739874599,"Pre-School"
"Zion Bishan Kindergarten",1.34709066317307,103.854878359659,"Pre-School"
"Zulfa Kindergarten",1.34303495128601,103.697500889809,"Pre-School"
"Zulfa Kindergarten @ Choa Chu Kang",1.38170882577146,103.736662616157,"Pre-School"
"Zulfa Kindergarten @ Pasir Ris",1.37979336853119,103.940918762595,"Pre-School"
"Zulfa Kindergarten @ Sembawang Mart Pte Ltd",1.45384518348657,103.819543348907,"Pre-School"
"Pcf Sparkletots Preschool @ Tampines-Changkat Blk 358 Kn",1.3544744687452,103.961004161557,"Pre-School"
"Pcf Sparkletots Preschool @ Tanjong Pagar-Tiong Bahru Blk 130 Kn",1.28041254225052,103.829271249063,"Pre-School"
"Pcf Sparkletots Preschool @ Tanjong Pagar-Tiong Bahru Blk 1e Kn",1.27662167527505,103.841156141356,"Pre-School"
"Pcf Sparkletots Preschool @ Teck Ghee Blk 466 Kn",1.36581960528613,103.857061604498,"Pre-School"
"Pcf Sparkletots Preschool @ Telok Blangah Blk 2 Kn",1.30310744987639,103.782900811104,"Pre-School"
"Pcf Sparkletots Preschool @ Toa Payoh Central Blk 157 Kn",1.33220625020422,103.845452865271,"Pre-School"
"Pcf Sparkletots Preschool @ Toa Payoh Central Blk 97 Kn",1.33862553544809,103.847769288867,"Pre-School"
"Pcf Sparkletots Preschool @ West Coast Blk 728 Kn",1.30561272185902,103.76360266545,"Pre-School"
"Pcf Sparkletots Preschool @ Whampoa Blk 106 Kn",1.32102000591403,103.86099783467,"Pre-School"
"Pcf Sparkletots Preschool @ Whampoa Blk 112 Kn",1.3260015314609,103.85673220864,"Pre-School"
"Pcf Sparkletots Preschool @ Woodgrove Blk 364 Kn",1.43407881633294,103.786743448794,"Pre-School"
"Pcf Sparkletots Preschool @ Woodgrove Blk 899b Kn",1.43613334257347,103.795264286099,"Pre-School"
"Pcf Sparkletots Preschool @ Woodlands Blk 652 Kn",1.4378988029552,103.799778585683,"Pre-School"
"Pcf Sparkletots Preschool @ Woodlands Blk 730 Kn",1.44250943653375,103.797703852283,"Pre-School"
